id,arrest,beat,block,case_number,community_area,date,description,district,domestic,fbi_code,id,iucr,latitude,location,location_description,longitude,primary_type,updated_on,ward,x_coordinate,y_coordinate,year,c_tract
19,True,0724,011XX W 63RD ST,JB136353,68,2018-01-31T13:13:00.000,$500 AND UNDER,007,False,06,11219365,0820,41.779620406,"{'type': 'Point', 'coordinates': [-87.653643284, 41.779620406]}",SMALL RETAIL STORE,-87.653643284,THEFT,2018-05-04T15:51:04.000,16,1169635,1863017,2018,6810001001
20,False,0732,070XX S PARNELL AVE,JB136622,68,2018-01-31T17:27:00.000,DOMESTIC BATTERY SIMPLE,007,True,08B,11219477,0486,41.766655655,"{'type': 'Point', 'coordinates': [-87.638388243, 41.766655655]}",RESIDENCE,-87.638388243,BATTERY,2018-05-04T15:51:04.000,6,1173834,1858326,2018,6812002006
21,True,0711,003XX W 59TH ST,JB137706,68,2018-02-01T12:46:00.000,MANU/DEL:CANNABIS OVER 10 GMS,007,False,18,11220549,1822,41.787218604,"{'type': 'Point', 'coordinates': [-87.633410395, 41.787218604]}",APARTMENT,-87.633410395,NARCOTICS,2018-05-04T15:51:04.000,20,1175131,1865830,2018,8346004025
22,False,0715,057XX S SEELEY AVE,JB137874,67,2018-01-24T17:00:00.000,SIMPLE,007,False,08A,11220518,0560,41.789467311,"{'type': 'Point', 'coordinates': [-87.675394075, 41.789467311]}",APARTMENT,-87.675394075,ASSAULT,2018-05-04T15:51:04.000,15,1163675,1866559,2018,6705001019
23,True,0713,057XX S THROOP ST,JB142584,67,2018-02-05T17:00:00.000,OTHER VEHICLE OFFENSE,007,False,26,11223859,5002,41.789517996,"{'type': 'Point', 'coordinates': [-87.657183653, 41.789517996]}",STREET,-87.657183653,OTHER OFFENSE,2018-05-04T15:51:04.000,16,1168641,1866616,2018,6701001015
24,False,0734,069XX S THROOP ST,JB148667,67,2018-02-11T21:40:00.000,DOMESTIC BATTERY SIMPLE,007,True,08B,11228389,0486,41.767757885,"{'type': 'Point', 'coordinates': [-87.656613078, 41.767757885]}",RESIDENCE,-87.656613078,BATTERY,2018-05-04T15:51:04.000,17,1168859,1858688,2018,8349001003
25,False,0711,056XX S PRINCETON AVE,JB148645,68,2018-02-11T20:41:00.000,AGGRAVATED:KNIFE/CUTTING INSTR,007,True,04A,11228390,0520,41.791804086,"{'type': 'Point', 'coordinates': [-87.632924134, 41.791804086]}",APARTMENT,-87.632924134,ASSAULT,2018-05-04T15:51:04.000,3,1175250,1867502,2018,8346004028
26,False,0713,057XX S THROOP ST,JB150374,67,2018-02-13T10:45:00.000,ARMED: HANDGUN,007,False,03,11229601,031A,41.789498788,"{'type': 'Point', 'coordinates': [-87.657183855, 41.789498788]}",STREET,-87.657183855,ROBBERY,2018-05-04T15:51:04.000,16,1168641,1866609,2018,6701002014
27,False,0724,063XX S RACINE AVE,JB156741,67,2018-02-18T05:30:00.000,CRIMINAL DEFACEMENT,007,False,14,11233987,1305,41.778969503,"{'type': 'Point', 'coordinates': [-87.654486077, 41.778969503]}",CTA GARAGE / OTHER PROPERTY,-87.654486077,CRIMINAL DAMAGE,2018-05-04T15:51:04.000,16,1169407,1862778,2018,8349002013
28,False,0714,059XX S ASHLAND AVE,JB154983,67,2018-02-16T22:30:00.000,SIMPLE,007,False,08B,11233974,0460,41.786291714,"{'type': 'Point', 'coordinates': [-87.664386014, 41.786291714]}",GAS STATION,-87.664386014,BATTERY,2018-05-04T15:51:04.000,15,1166686,1865425,2018,6707001000
29,False,0934,054XX S LOOMIS BLVD,JB158077,67,2018-02-19T12:00:00.000,SIMPLE,009,False,08B,11235067,0460,41.793975931,"{'type': 'Point', 'coordinates': [-87.659725823, 41.793975931]}",STREET,-87.659725823,BATTERY,2018-05-04T15:51:04.000,16,1167935,1868235,2018,6702001000
30,False,0733,071XX S MORGAN ST,JB161144,68,2018-02-22T10:15:00.000,AGGRAVATED: HANDGUN,007,False,04A,11237508,051A,41.764303087,"{'type': 'Point', 'coordinates': [-87.649245116, 41.764303087]}","SCHOOL, PRIVATE, GROUNDS",-87.649245116,ASSAULT,2018-05-04T15:51:04.000,17,1170879,1857445,2018,6814004001
31,False,0724,066XX S ABERDEEN ST,JB160895,68,2018-02-20T08:00:00.000,$500 AND UNDER,007,False,06,11237421,0820,41.7737319,"{'type': 'Point', 'coordinates': [-87.651916442, 41.7737319]}",STREET,-87.651916442,THEFT,2018-05-04T15:51:04.000,17,1170123,1860875,2018,6810003006
32,False,0723,067XX S HALSTED ST,JB159660,68,2018-02-21T05:10:00.000,SIMPLE,007,False,08B,11237424,0460,41.772016903,"{'type': 'Point', 'coordinates': [-87.64458443, 41.772016903]}",SIDEWALK,-87.64458443,BATTERY,2018-05-04T15:51:04.000,6,1172128,1860266,2018,6812004005
33,False,0714,020XX W 62ND ST,JB162427,67,2018-02-23T10:50:00.000,SIMPLE,007,False,08B,11238511,0460,41.781142124,"{'type': 'Point', 'coordinates': [-87.675567181, 41.781142124]}","SCHOOL, PRIVATE, BUILDING",-87.675567181,BATTERY,2018-05-04T15:51:04.000,15,1163651,1863525,2018,6705001047
34,False,0734,070XX S THROOP ST,JB162578,67,2018-02-23T13:00:00.000,AGGRAVATED: HANDGUN,007,True,04A,11238522,051A,41.766196131,"{'type': 'Point', 'coordinates': [-87.656570841, 41.766196131]}",RESIDENCE,-87.656570841,ASSAULT,2018-05-04T15:51:04.000,17,1168875,1858119,2018,8349001011
35,False,0732,069XX S EMERALD AVE,JB162186,68,2018-02-23T08:00:00.000,TELEPHONE THREAT,007,False,26,11238524,2820,41.768345277,"{'type': 'Point', 'coordinates': [-87.64325273, 41.768345277]}",RESIDENCE,-87.64325273,OTHER OFFENSE,2018-05-04T15:51:04.000,6,1172502,1858931,2018,6812001003
36,True,0733,073XX S ABERDEEN ST,JB165889,68,2018-02-26T11:15:00.000,SIMPLE,007,False,08A,11241787,0560,41.760606622,"{'type': 'Point', 'coordinates': [-87.651571506, 41.760606622]}",RESIDENCE,-87.651571506,ASSAULT,2018-05-04T15:51:04.000,17,1170255,1856093,2018,6814003011
37,True,0712,011XX W 57TH ST,JB168329,68,2018-02-28T09:45:00.000,MANU/DEL:CANNABIS OVER 10 GMS,007,False,18,11242972,1822,41.790531723,"{'type': 'Point', 'coordinates': [-87.654111078, 41.790531723]}",SIDEWALK,-87.654111078,NARCOTICS,2018-05-04T15:51:04.000,16,1169476,1866992,2018,6805001013
38,False,0712,058XX S MORGAN ST,JB169875,68,2018-02-18T12:00:00.000,FORCIBLE ENTRY,007,False,05,11244205,0610,41.788407183,"{'type': 'Point', 'coordinates': [-87.649868957, 41.788407183]}",ABANDONED BUILDING,-87.649868957,BURGLARY,2018-05-04T15:51:04.000,16,1170639,1866227,2018,8347002016
39,True,0712,010XX W 59TH ST,JB171471,68,2018-03-02T19:00:00.000,DOMESTIC BATTERY SIMPLE,007,True,08B,11245401,0486,41.786932247,"{'type': 'Point', 'coordinates': [-87.651505334, 41.786932247]}",APARTMENT,-87.651505334,BATTERY,2018-05-04T15:51:04.000,16,1170197,1865686,2018,6805002026
40,False,0734,012XX W 74TH PL,JB219650,67,2018-04-11T05:30:00.000,TO PROPERTY,007,True,14,11282296,1310,41.7586625,"{'type': 'Point', 'coordinates': [-87.655550453, 41.7586625]}",RESIDENCE,-87.655550453,CRIMINAL DAMAGE,2018-06-04T15:57:40.000,17,1169175,1855376,2018,6718001034
41,False,0711,056XX S PRINCETON AVE,JB220050,68,2018-04-11T16:45:00.000,RETAIL THEFT,007,False,06,11282302,0860,41.791751948,"{'type': 'Point', 'coordinates': [-87.632924701, 41.791751948]}",GROCERY FOOD STORE,-87.632924701,THEFT,2018-05-04T15:51:04.000,3,1175250,1867483,2018,8346004016
42,False,0713,014XX W 63RD ST,JB220114,67,2018-04-09T17:00:00.000,FINANCIAL IDENTITY THEFT $300 AND UNDER,007,False,11,11282407,1154,41.779520772,"{'type': 'Point', 'coordinates': [-87.660962362, 41.779520772]}",OTHER,-87.660962362,DECEPTIVE PRACTICE,2018-05-04T15:51:04.000,16,1167639,1862965,2018,6708002025
43,True,0714,062XX S ASHLAND AVE,JB220110,67,2018-04-11T17:28:00.000,MANU/DEL:CANNABIS OVER 10 GMS,007,False,18,11282428,1822,41.780352232,"{'type': 'Point', 'coordinates': [-87.66424243, 41.780352232]}",SIDEWALK,-87.66424243,NARCOTICS,2018-05-04T15:51:04.000,16,1166742,1863261,2018,6707002014
44,False,0724,067XX S ABERDEEN ST,JB101963,68,2018-01-02T16:58:00.000,SIMPLE,007,True,08A,11193562,0560,41.771709047,"{'type': 'Point', 'coordinates': [-87.651864534, 41.771709047]}",RESIDENCE,-87.651864534,ASSAULT,2018-05-04T15:51:04.000,17,1170143,1860138,2018,6811005000
45,False,0722,068XX S NORMAL BLVD,JB222037,68,2018-04-12T20:00:00.000,TO VEHICLE,007,False,14,11283889,1320,41.769351932,"{'type': 'Point', 'coordinates': [-87.637255748, 41.769351932]}",STREET,-87.637255748,CRIMINAL DAMAGE,2018-05-04T15:51:04.000,6,1174135,1859311,2018,6812003012
46,False,0725,063XX S ASHLAND AVE,JB101319,67,2018-01-02T08:50:00.000,DOMESTIC BATTERY SIMPLE,007,True,08B,11193161,0486,41.778883826,"{'type': 'Point', 'coordinates': [-87.664206366, 41.778883826]}",CTA PLATFORM,-87.664206366,BATTERY,2018-05-04T15:51:04.000,16,1166756,1862726,2018,6712001000
47,False,0715,056XX S SEELEY AVE,JB101394,67,2018-01-01T10:00:00.000,FROM BUILDING,007,False,06,11193139,0890,41.791251371,"{'type': 'Point', 'coordinates': [-87.675441838, 41.791251371]}",RESIDENCE,-87.675441838,THEFT,2018-05-04T15:51:04.000,15,1163657,1867209,2018,6705001022
48,False,0725,068XX S JUSTINE ST,JB221803,67,2018-04-12T22:06:00.000,DOMESTIC BATTERY SIMPLE,007,True,08B,11283737,0486,41.769879488,"{'type': 'Point', 'coordinates': [-87.662741986, 41.769879488]}",RESIDENTIAL YARD (FRONT/BACK),-87.662741986,BATTERY,2018-05-04T15:51:04.000,17,1167181,1859448,2018,6716003015
49,False,0724,066XX S CARPENTER ST,JB223491,68,2018-04-14T09:30:00.000,TO VEHICLE,007,False,14,11284986,1320,41.77341729,"{'type': 'Point', 'coordinates': [-87.650695329, 41.77341729]}",STREET,-87.650695329,CRIMINAL DAMAGE,2018-05-04T15:51:04.000,17,1170457,1860763,2018,6810003007
50,False,0724,067XX S MAY ST,JB223375,68,2018-04-13T21:00:00.000,TO VEHICLE,007,False,14,11284917,1320,41.771804071,"{'type': 'Point', 'coordinates': [-87.653080609, 41.771804071]}",VEHICLE NON-COMMERCIAL,-87.653080609,CRIMINAL DAMAGE,2018-05-04T15:51:04.000,17,1169811,1860170,2018,6811005001
51,False,0712,062XX S SANGAMON ST,JB103483,68,2018-01-03T20:01:00.000,AGGRAVATED: OTHER DANG WEAPON,007,False,04B,11194641,0430,41.781099015,"{'type': 'Point', 'coordinates': [-87.64846533, 41.781099015]}",SIDEWALK,-87.64846533,BATTERY,2018-05-04T15:51:04.000,16,1171043,1863567,2018,8348002016
52,False,0734,070XX S RACINE AVE,JB226980,67,2018-04-17T09:15:00.000,TO VEHICLE,007,True,14,11287666,1320,41.766308085,"{'type': 'Point', 'coordinates': [-87.654150373, 41.766308085]}",STREET,-87.654150373,CRIMINAL DAMAGE,2018-05-04T15:51:04.000,17,1169535,1858165,2018,8349001014
53,False,0724,063XX S ELIZABETH ST,JB106921,67,2018-01-06T17:50:00.000,DOMESTIC BATTERY SIMPLE,007,True,08B,11197193,0486,41.778861392,"{'type': 'Point', 'coordinates': [-87.655697099, 41.778861392]}",APARTMENT,-87.655697099,BATTERY,2018-05-04T15:51:04.000,16,1169077,1862736,2018,8349002001
54,False,0725,068XX S ASHLAND AVE,JB227120,67,2018-04-16T15:00:00.000,SIMPLE,007,False,08B,11287761,0460,41.769916749,"{'type': 'Point', 'coordinates': [-87.663954978, 41.769916749]}",SIDEWALK,-87.663954978,BATTERY,2018-05-04T15:51:04.000,17,1166850,1859459,2018,6716003016
55,False,0712,008XX W 60TH ST,JB226973,68,2018-04-16T23:00:00.000,OTHER VEHICLE OFFENSE,007,True,26,11287506,5002,41.785201571,"{'type': 'Point', 'coordinates': [-87.645224336, 41.785201571]}",STREET,-87.645224336,OTHER OFFENSE,2018-05-04T15:51:04.000,16,1171915,1865069,2018,8348001000
56,False,0725,014XX W 63RD ST,JB219435,67,2018-04-11T10:50:00.000,TO VEHICLE,007,True,14,11282015,1320,41.779518435,"{'type': 'Point', 'coordinates': [-87.661032047, 41.779518435]}",VACANT LOT/LAND,-87.661032047,CRIMINAL DAMAGE,2018-05-04T15:51:04.000,16,1167620,1862964,2018,6711001002
57,True,0712,056XX S RACINE AVE,JB109107,68,2018-01-08T18:05:00.000,TO LAND,007,False,26,11198689,1330,41.791350864,"{'type': 'Point', 'coordinates': [-87.654802831, 41.791350864]}",SMALL RETAIL STORE,-87.654802831,CRIMINAL TRESPASS,2018-05-04T15:51:04.000,16,1169285,1867289,2018,6701001011
58,False,0723,067XX S PEORIA ST,JB228452,68,2018-04-17T15:30:00.000,FORCIBLE ENTRY,007,False,05,11288812,0610,41.771649927,"{'type': 'Point', 'coordinates': [-87.647004181, 41.771649927]}",RESIDENCE,-87.647004181,BURGLARY,2018-05-04T15:51:04.000,17,1171469,1860127,2018,6811001004
59,False,0713,058XX S LAFLIN ST,JB219420,67,2018-04-11T10:20:00.000,DOMESTIC BATTERY SIMPLE,007,True,08B,11282016,0486,41.788088996,"{'type': 'Point', 'coordinates': [-87.661994888, 41.788088996]}",STREET,-87.661994888,BATTERY,2018-05-04T15:51:04.000,16,1167333,1866085,2018,6702001032
60,False,0723,066XX S HALSTED ST,JB230594,68,2018-04-20T01:15:00.000,AGGRAVATED,007,False,03,11290240,0330,41.772972076,"{'type': 'Point', 'coordinates': [-87.644610871, 41.772972076]}",SIDEWALK,-87.644610871,ROBBERY,2018-05-04T15:51:04.000,16,1172118,1860614,2018,6810002011
61,False,0726,068XX S WOOD ST,JB230493,67,2018-04-19T22:35:00.000,AGGRAVATED: HANDGUN,007,False,04B,11290183,041A,41.769859877,"{'type': 'Point', 'coordinates': [-87.668812748, 41.769859877]}",STREET,-87.668812748,BATTERY,2018-05-04T15:51:04.000,17,1165525,1859428,2018,6713002013
62,False,0711,004XX W 62ND ST,JB107244,68,2018-01-07T01:17:00.000,SIMPLE,007,True,08A,11199938,0560,41.781755074,"{'type': 'Point', 'coordinates': [-87.63617567, 41.781755074]}",APARTMENT,-87.63617567,ASSAULT,2018-05-04T15:51:04.000,20,1174393,1863833,2018,8346002022
63,False,0723,066XX S HALSTED ST,JB232146,68,2018-04-21T08:41:00.000,$500 AND UNDER,007,False,06,11291404,0820,41.774069965,"{'type': 'Point', 'coordinates': [-87.644639452, 41.774069965]}",STREET,-87.644639452,THEFT,2018-05-04T15:51:04.000,16,1172107,1861014,2018,6810002011
64,False,0726,065XX S WOOD ST,JB219458,67,2018-04-11T11:00:00.000,SIMPLE,007,False,08A,11282049,0560,41.775129883,"{'type': 'Point', 'coordinates': [-87.668978317, 41.775129883]}","SCHOOL, PUBLIC, BUILDING",-87.668978317,ASSAULT,2018-05-04T15:51:04.000,15,1165465,1861348,2018,6712002010
65,False,0726,068XX S WOOD ST,JB233739,67,2018-04-22T17:20:00.000,AGGRAVATED: HANDGUN,007,False,04B,11292621,041A,41.769711651,"{'type': 'Point', 'coordinates': [-87.668806946, 41.769711651]}",ALLEY,-87.668806946,BATTERY,2018-05-04T15:51:04.000,17,1165527,1859374,2018,6715003007
66,False,0723,068XX S GREEN ST,JB114232,68,2018-01-11T22:00:00.000,TO VEHICLE,007,False,14,11202624,1320,41.769735114,"{'type': 'Point', 'coordinates': [-87.645745232, 41.769735114]}",STREET,-87.645745232,CRIMINAL DAMAGE,2018-05-04T15:51:04.000,17,1171818,1859432,2018,6811001009
67,False,0734,070XX S THROOP ST,JB242417,67,2018-04-10T08:30:00.000,VIOLATE ORDER OF PROTECTION,007,True,26,11299172,4387,41.766160457,"{'type': 'Point', 'coordinates': [-87.656571216, 41.766160457]}",RESIDENCE,-87.656571216,OTHER OFFENSE,2018-05-04T15:51:04.000,17,1168875,1858106,2018,8349001010
68,False,0725,068XX S WOOD ST,JB115818,67,2018-01-14T10:25:00.000,DOMESTIC BATTERY SIMPLE,007,True,08B,11203940,0486,41.769654024,"{'type': 'Point', 'coordinates': [-87.668807541, 41.769654024]}",RESIDENCE,-87.668807541,BATTERY,2018-05-04T15:51:04.000,17,1165527,1859353,2018,6713002013
69,False,0725,014XX W 64TH ST,JB242892,67,2018-04-16T12:00:00.000,UNLAWFUL ENTRY,007,False,05,11299445,0620,41.777712407,"{'type': 'Point', 'coordinates': [-87.660046359, 41.777712407]}",RESIDENCE,-87.660046359,BURGLARY,2018-05-04T15:51:04.000,16,1167894,1862308,2018,6711001021
70,True,0726,066XX S WOLCOTT AVE,JB115994,67,2018-01-14T13:44:00.000,GUN OFFENDER: ANNUAL REGISTRATION,007,False,26,11203929,5111,41.773392627,"{'type': 'Point', 'coordinates': [-87.671335151, 41.773392627]}",SIDEWALK,-87.671335151,OTHER OFFENSE,2018-05-04T15:51:04.000,15,1164827,1860710,2018,6713003000
71,True,0726,066XX S WOLCOTT AVE,JB177646,67,2018-03-07T20:00:00.000,CHILD ABUSE,007,False,20,11249966,1750,41.773450275,"{'type': 'Point', 'coordinates': [-87.671338224, 41.773450275]}",RESIDENCE,-87.671338224,OFFENSE INVOLVING CHILDREN,2018-05-04T15:51:04.000,15,1164826,1860731,2018,6713003000
72,True,0714,062XX S WOOD ST,JB214398,67,2018-04-06T22:20:00.000,DOMESTIC BATTERY SIMPLE,007,True,08B,11278119,0486,41.780616395,"{'type': 'Point', 'coordinates': [-87.669094009, 41.780616395]}",SIDEWALK,-87.669094009,BATTERY,2018-05-04T15:51:04.000,15,1165418,1863347,2018,6706002014
73,False,0732,073XX S LOWE AVE,JB215794,68,2018-04-07T17:00:00.000,$500 AND UNDER,007,False,06,11279084,0820,41.76103528,"{'type': 'Point', 'coordinates': [-87.640651729, 41.76103528]}",OTHER,-87.640651729,THEFT,2018-05-04T15:51:04.000,17,1173233,1856273,2018,6813001008
74,False,0733,073XX S SANGAMON ST,JB215674,68,2018-04-08T05:30:00.000,DOMESTIC BATTERY SIMPLE,007,True,08B,11279202,0486,41.760681057,"{'type': 'Point', 'coordinates': [-87.647938433, 41.760681057]}",RESIDENCE,-87.647938433,BATTERY,2018-05-04T15:51:04.000,17,1171246,1856128,2018,6814003006
75,False,0731,069XX S STEWART AVE,JB120025,68,2018-01-18T02:00:00.000,TO PROPERTY,007,False,14,11206866,1310,41.76820326,"{'type': 'Point', 'coordinates': [-87.634738833, 41.76820326]}",RESIDENCE,-87.634738833,CRIMINAL DAMAGE,2018-05-04T15:51:04.000,6,1174825,1858898,2018,6812003018
76,False,0723,065XX S PEORIA ST,JB119856,68,2018-01-17T20:43:00.000,HARASSMENT BY TELEPHONE,007,True,26,11206752,2825,41.775248278,"{'type': 'Point', 'coordinates': [-87.647101465, 41.775248278]}",RESIDENCE,-87.647101465,OTHER OFFENSE,2018-05-04T15:51:04.000,17,1171432,1861438,2018,6810002004
77,False,0726,068XX S HONORE ST,JB220290,67,2018-04-11T16:00:00.000,ARMED: HANDGUN,007,False,03,11282545,031A,41.769496324,"{'type': 'Point', 'coordinates': [-87.670011543, 41.769496324]}",ALLEY,-87.670011543,ROBBERY,2018-05-04T15:51:04.000,17,1165199,1859293,2018,6713002010
78,False,0715,057XX S SEELEY AVE,JB221963,67,2018-04-13T01:00:00.000,TO VEHICLE,007,True,14,11283836,1320,41.789486519,"{'type': 'Point', 'coordinates': [-87.675393879, 41.789486519]}",STREET,-87.675393879,CRIMINAL DAMAGE,2018-05-04T15:51:04.000,15,1163675,1866566,2018,6705001019
79,False,0733,009XX W 69TH ST,JB222651,68,2018-04-13T12:15:00.000,ILLEGAL USE CASH CARD,007,False,11,11284394,1152,41.768777764,"{'type': 'Point', 'coordinates': [-87.648570738, 41.768777764]}",STREET,-87.648570738,DECEPTIVE PRACTICE,2018-05-04T15:51:04.000,17,1171050,1859077,2018,6811004011
80,False,0713,015XX W GARFIELD BLVD,JB109411,67,2018-01-09T04:08:00.000,FIRST DEGREE MURDER,007,False,01A,23768,0110,41.793669876,"{'type': 'Point', 'coordinates': [-87.66370422, 41.793669876]}",PARKING LOT,-87.66370422,HOMICIDE,2018-01-16T16:04:00.000,16,1166851,1868115,2018,6702001002
81,False,0713,056XX S ADA ST,JB224766,67,2018-04-15T05:00:00.000,TO PROPERTY,007,False,14,11285845,1310,41.791784038,"{'type': 'Point', 'coordinates': [-87.658457973, 41.791784038]}",APARTMENT,-87.658457973,CRIMINAL DAMAGE,2018-05-04T15:51:04.000,16,1168287,1867439,2018,6701002009
82,False,0732,073XX S EMERALD AVE,JB225870,68,2018-04-15T20:00:00.000,$500 AND UNDER,007,False,06,11286605,0820,41.76105267,"{'type': 'Point', 'coordinates': [-87.643085297, 41.76105267]}",STREET,-87.643085297,THEFT,2018-05-04T15:51:04.000,17,1172569,1856274,2018,6813003002
